timestamp,admissions,discharges,staff_count,flu_cases,bed_occupancy
2019-01-06 18:00:00,31,30,46,6,75.87
2019-01-06 19:00:00,28,24,39,3,83.42
2019-01-06 20:00:00,33,33,45,6,80.62
2019-01-06 21:00:00,17,13,45,2,91.55
2019-01-06 22:00:00,29,29,53,3,88.11
2019-01-06 23:00:00,20,17,49,5,77.84
2019-01-07 00:00:00,28,26,49,3,83.75
2019-01-07 01:00:00,13,10,46,4,79.35
2019-01-07 02:00:00,21,19,49,5,77.12
2019-01-07 03:00:00,25,22,37,6,85.04
2019-01-07 04:00:00,26,23,49,3,80.26
2019-01-07 05:00:00,20,18,40,3,83.47
2019-01-07 06:00:00,25,25,38,4,74.61
2019-01-07 07:00:00,25,24,44,5,87.94
2019-01-07 08:00:00,26,24,47,4,80.43
2019-01-07 09:00:00,26,26,58,2,71.78
2019-01-07 10:00:00,19,19,34,6,84.01
2019-01-07 11:00:00,28,28,42,6,87.47
2019-01-07 12:00:00,30,26,45,8,83.18
2019-01-07 13:00:00,18,16,42,1,84.34
2019-01-07 14:00:00,32,30,57,6,78.44
2019-01-07 15:00:00,18,15,47,2,73.24
2019-01-07 16:00:00,23,21,44,5,83.62
2019-01-07 17:00:00,17,17,38,2,80.08
2019-01-07 18:00:00,32,31,41,6,84.61
2019-01-07 19:00:00,17,16,48,4,77.1
2019-01-07 20:00:00,22,19,42,3,80.53
2019-01-07 21:00:00,32,30,48,5,80.95
2019-01-07 22:00:00,22,21,47,6,82.67
2019-01-07 23:00:00,23,21,46,3,75.95
2019-01-08 00:00:00,27,24,47,4,84.84
2019-01-08 01:00:00,25,23,48,8,79.29
2019-01-08 02:00:00,31,28,44,5,75.77
2019-01-08 03:00:00,28,24,43,11,79.73
2019-01-08 04:00:00,27,26,44,5,77.95
2019-01-08 05:00:00,27,24,37,6,84.35
2019-01-08 06:00:00,29,26,51,11,82.46
2019-01-08 07:00:00,23,20,37,4,88.87
2019-01-08 08:00:00,20,17,35,5,78.96
2019-01-08 09:00:00,16,13,53,8,84.18
2019-01-08 10:00:00,21,18,50,6,79.09
2019-01-08 11:00:00,32,30,44,11,78.49
2019-01-08 12:00:00,24,24,52,5,77.98
2019-01-08 13:00:00,18,15,42,3,78.95
2019-01-08 14:00:00,19,19,50,4,82.45
2019-01-08 15:00:00,28,24,43,6,86.16
2019-01-08 16:00:00,23,19,47,9,77.85
2019-01-08 17:00:00,28,27,45,5,73.57
2019-01-08 18:00:00,21,18,37,4,85.93
2019-01-08 19:00:00,31,30,41,9,83.48
2019-01-08 20:00:00,24,23,43,7,88.58
2019-01-08 21:00:00,29,28,46,9,78.21
2019-01-08 22:00:00,29,28,45,4,81.47
2019-01-08 23:00:00,15,13,36,4,81.51
2019-01-09 00:00:00,33,30,40,6,87.59
2019-01-09 01:00:00,24,22,51,12,85.8
2019-01-09 02:00:00,28,27,43,8,80.0
2019-01-09 03:00:00,25,22,38,5,82.78
2019-01-09 04:00:00,25,21,50,4,82.06
2019-01-09 05:00:00,26,24,43,9,69.91
2019-01-09 06:00:00,28,24,49,9,80.81
2019-01-09 07:00:00,30,27,41,4,77.09
2019-01-09 08:00:00,23,22,40,4,75.17
2019-01-09 09:00:00,31,28,40,7,86.21
2019-01-09 10:00:00,24,23,45,3,75.07
2019-01-09 11:00:00,30,26,55,8,82.51
2019-01-09 12:00:00,29,26,42,6,80.63
2019-01-09 13:00:00,21,18,46,6,77.84
2019-01-09 14:00:00,21,18,55,7,83.11
2019-01-09 15:00:00,26,24,45,2,90.19
2019-01-09 16:00:00,25,25,39,11,73.58
2019-01-09 17:00:00,17,15,44,3,89.9
2019-01-09 18:00:00,32,28,46,6,80.4
2019-01-09 19:00:00,25,24,39,5,93.68
2019-01-09 20:00:00,29,25,42,6,81.2
2019-01-09 21:00:00,29,26,41,5,81.76
2019-01-09 22:00:00,29,29,55,6,67.36
2019-01-09 23:00:00,28,25,38,7,89.22
2019-01-10 00:00:00,27,25,41,2,79.28
2019-01-10 01:00:00,25,24,37,4,77.25
2019-01-10 02:00:00,26,22,41,3,87.67
2019-01-10 03:00:00,24,22,43,6,93.08
2019-01-10 04:00:00,24,24,48,5,84.6
2019-01-10 05:00:00,27,25,48,8,74.74
2019-01-10 06:00:00,22,20,42,8,79.01
2019-01-10 07:00:00,24,24,46,3,70.17
2019-01-10 08:00:00,23,19,34,7,86.6
2019-01-10 09:00:00,28,27,46,8,79.6
2019-01-10 10:00:00,27,25,42,3,80.47
2019-01-10 11:00:00,25,22,44,8,85.26
2019-01-10 12:00:00,24,20,50,6,86.94
2019-01-10 13:00:00,25,21,43,8,78.37
2019-01-10 14:00:00,36,36,48,7,78.98
2019-01-10 15:00:00,27,23,35,6,72.91
2019-01-10 16:00:00,19,16,45,7,83.59
2019-01-10 17:00:00,27,23,53,6,82.93
2019-01-10 18:00:00,16,15,43,5,73.96
2019-01-10 19:00:00,23,23,39,8,71.25
2019-01-10 20:00:00,17,14,48,2,83.1
2019-01-10 21:00:00,30,29,48,9,78.05
2019-01-10 22:00:00,17,17,47,5,82.23
2019-01-10 23:00:00,30,30,34,6,73.93
2019-01-11 00:00:00,25,24,41,4,84.25
2019-01-11 01:00:00,27,23,41,8,83.21
2019-01-11 02:00:00,24,21,44,3,79.03
2019-01-11 03:00:00,26,23,39,6,82.05
2019-01-11 04:00:00,28,26,48,11,78.62
2019-01-11 05:00:00,26,24,46,8,75.76
2019-01-11 06:00:00,27,27,55,8,73.87
2019-01-11 07:00:00,29,27,48,11,91.73
2019-01-11 08:00:00,24,21,40,2,92.14
2019-01-11 09:00:00,22,19,41,6,78.61
2019-01-11 10:00:00,25,23,50,4,80.48
2019-01-11 11:00:00,35,33,34,9,90.38
2019-01-11 12:00:00,30,30,39,8,80.59
2019-01-11 13:00:00,26,23,47,4,89.24
2019-01-11 14:00:00,22,18,48,2,93.74
2019-01-11 15:00:00,24,21,44,6,83.19
2019-01-11 16:00:00,26,26,43,4,82.17
2019-01-11 17:00:00,29,28,42,7,87.27
2019-01-11 18:00:00,16,14,41,4,80.32
2019-01-11 19:00:00,23,22,43,5,88.42
2019-01-11 20:00:00,24,22,54,6,82.12
2019-01-11 21:00:00,24,22,32,9,93.57
2019-01-11 22:00:00,26,22,40,8,82.99
2019-01-11 23:00:00,24,20,53,6,87.08
2019-01-12 00:00:00,22,20,49,5,80.62
2019-01-12 01:00:00,33,30,38,7,75.75
2019-01-12 02:00:00,32,32,44,9,85.95
2019-01-12 03:00:00,28,28,48,5,86.61
2019-01-12 04:00:00,19,17,50,4,71.4
2019-01-12 05:00:00,23,23,40,3,73.89
2019-01-12 06:00:00,27,27,41,4,82.02
2019-01-12 07:00:00,23,20,39,10,81.0
2019-01-12 08:00:00,26,23,43,6,86.42
2019-01-12 09:00:00,23,21,47,5,71.05
2019-01-12 10:00:00,30,30,51,8,90.14
2019-01-12 11:00:00,27,25,38,9,78.71
2019-01-12 12:00:00,29,26,50,5,82.35
2019-01-12 13:00:00,24,24,45,5,81.52
2019-01-12 14:00:00,33,30,43,9,90.58
2019-01-12 15:00:00,27,26,57,6,73.31
2019-01-12 16:00:00,27,27,53,6,80.76
2019-01-12 17:00:00,28,27,35,7,74.4
2019-01-12 18:00:00,23,22,53,8,85.87
2019-01-12 19:00:00,30,27,45,3,80.33
2019-01-12 20:00:00,22,19,38,2,84.42
2019-01-12 21:00:00,23,19,51,8,80.85
2019-01-12 22:00:00,33,33,51,6,90.65
2019-01-12 23:00:00,27,23,45,5,79.11
2019-01-13 00:00:00,27,25,47,5,84.36
2019-01-13 01:00:00,20,18,45,4,70.29
2019-01-13 02:00:00,28,25,44,9,85.1
2019-01-13 03:00:00,36,34,53,8,73.63
2019-01-13 04:00:00,28,27,43,2,89.84
2019-01-13 05:00:00,24,22,51,3,78.02
2019-01-13 06:00:00,18,14,47,5,77.82
2019-01-13 07:00:00,20,20,38,7,81.47
2019-01-13 08:00:00,22,19,44,5,75.4
2019-01-13 09:00:00,23,23,44,7,75.81
2019-01-13 10:00:00,28,25,42,9,83.32
2019-01-13 11:00:00,29,27,42,8,78.55
2019-01-13 12:00:00,33,31,48,6,86.11
2019-01-13 13:00:00,19,16,49,3,88.37
2019-01-13 14:00:00,26,26,48,2,83.13
2019-01-13 15:00:00,30,29,45,8,74.18
2019-01-13 16:00:00,30,27,43,5,78.21
2019-01-13 17:00:00,21,20,43,2,75.37
2019-01-13 18:00:00,23,19,46,7,81.44
2019-01-13 19:00:00,27,24,48,6,84.31
2019-01-13 20:00:00,32,29,53,9,84.11
2019-01-13 21:00:00,21,20,46,6,90.0
2019-01-13 22:00:00,27,26,48,5,90.01
2019-01-13 23:00:00,29,27,37,11,84.09
2019-01-14 00:00:00,23,23,36,8,83.36
2019-01-14 01:00:00,26,24,41,5,75.17
2019-01-14 02:00:00,32,30,47,9,86.36
2019-01-14 03:00:00,27,26,42,6,83.34
2019-01-14 04:00:00,23,20,33,6,84.39
2019-01-14 05:00:00,30,27,44,6,83.13
2019-01-14 06:00:00,25,24,53,3,88.62
2019-01-14 07:00:00,28,25,50,4,91.68
2019-01-14 08:00:00,24,24,37,5,80.73
2019-01-14 09:00:00,31,27,44,10,85.8
2019-01-14 10:00:00,29,26,43,1,79.18
2019-01-14 11:00:00,32,29,43,6,83.56
2019-01-14 12:00:00,27,25,47,6,84.85
2019-01-14 13:00:00,20,19,43,6,72.3
2019-01-14 14:00:00,30,27,51,6,77.28
2019-01-14 15:00:00,20,19,37,5,83.89
2019-01-14 16:00:00,35,33,48,10,82.68
2019-01-14 17:00:00,25,25,50,7,81.05
2019-01-14 18:00:00,20,16,43,3,83.42
2019-01-14 19:00:00,25,25,46,7,85.85
2019-01-14 20:00:00,35,31,56,7,87.6
2019-01-14 21:00:00,25,25,45,7,77.75
2019-01-14 22:00:00,33,29,48,6,89.41
2019-01-14 23:00:00,29,29,49,3,80.02
2019-01-15 00:00:00,29,28,39,6,72.54
2019-01-15 01:00:00,22,18,57,4,85.24
2019-01-15 02:00:00,23,22,43,4,73.57
2019-01-15 03:00:00,34,32,44,4,84.63
2019-01-15 04:00:00,22,19,48,7,78.79
2019-01-15 05:00:00,30,28,45,7,70.11
2019-01-15 06:00:00,24,22,43,5,82.67
2019-01-15 07:00:00,28,24,48,6,90.73
2019-01-15 08:00:00,25,21,38,6,80.2
2019-01-15 09:00:00,39,37,52,8,83.47
2019-01-15 10:00:00,24,24,46,6,81.27
2019-01-15 11:00:00,19,16,47,4,71.22
2019-01-15 12:00:00,24,23,43,5,81.83
2019-01-15 13:00:00,26,25,42,8,83.61
2019-01-15 14:00:00,30,30,38,6,77.79
2019-01-15 15:00:00,24,21,48,8,80.35
2019-01-15 16:00:00,26,26,36,9,78.32
2019-01-15 17:00:00,37,36,46,8,83.77
2019-01-15 18:00:00,18,18,42,6,73.14
2019-01-15 19:00:00,26,22,46,9,74.68
2019-01-15 20:00:00,28,27,40,5,84.17
2019-01-15 21:00:00,32,28,51,7,78.37
2019-01-15 22:00:00,27,24,39,9,86.84
2019-01-15 23:00:00,26,22,30,7,83.72
2019-01-16 00:00:00,25,25,43,4,76.72
2019-01-16 01:00:00,27,24,40,9,76.37
2019-01-16 02:00:00,18,16,43,5,64.75
2019-01-16 03:00:00,28,25,40,8,78.91
2019-01-16 04:00:00,17,15,46,3,81.66
2019-01-16 05:00:00,29,27,38,12,82.71
2019-01-16 06:00:00,23,20,45,8,74.03
2019-01-16 07:00:00,33,31,43,6,78.03
2019-01-16 08:00:00,26,22,40,7,89.55
2019-01-16 09:00:00,25,21,39,8,94.01
2019-01-16 10:00:00,27,24,51,6,85.55
2019-01-16 11:00:00,37,35,38,7,81.46
2019-01-16 12:00:00,22,22,41,8,72.2
2019-01-16 13:00:00,23,20,50,5,82.22
2019-01-16 14:00:00,32,30,45,9,78.57
2019-01-16 15:00:00,27,25,46,9,89.47
2019-01-16 16:00:00,34,32,40,10,79.48
2019-01-16 17:00:00,23,23,43,6,84.52
2019-01-16 18:00:00,29,25,55,9,81.31
2019-01-16 19:00:00,29,28,50,5,86.85
2019-01-16 20:00:00,25,25,39,6,79.61
2019-01-16 21:00:00,32,31,43,6,82.93
2019-01-16 22:00:00,20,16,31,2,82.58
2019-01-16 23:00:00,20,18,48,3,84.74
2019-01-17 00:00:00,17,16,39,3,75.88
2019-01-17 01:00:00,29,28,47,9,85.87
2019-01-17 02:00:00,22,22,44,7,70.3
2019-01-17 03:00:00,21,17,42,7,85.52
2019-01-17 04:00:00,29,26,43,10,76.59
2019-01-17 05:00:00,29,28,43,5,84.28
2019-01-17 06:00:00,26,26,39,7,86.65
2019-01-17 07:00:00,32,30,49,5,74.34
2019-01-17 08:00:00,35,31,45,7,77.38
2019-01-17 09:00:00,28,26,51,3,76.58
2019-01-17 10:00:00,38,36,37,9,88.79
2019-01-17 11:00:00,22,19,49,4,74.83
2019-01-17 12:00:00,28,27,42,6,77.0
2019-01-17 13:00:00,26,23,42,8,72.67
2019-01-17 14:00:00,30,30,50,9,82.3
2019-01-17 15:00:00,36,33,50,11,84.29
2019-01-17 16:00:00,23,23,52,6,69.07
2019-01-17 17:00:00,24,23,44,3,87.92
2019-01-17 18:00:00,24,23,43,6,83.35
2019-01-17 19:00:00,25,22,51,8,76.76
2019-01-17 20:00:00,23,21,48,5,72.94
2019-01-17 21:00:00,28,25,46,6,91.35
2019-01-17 22:00:00,26,22,34,4,85.27
2019-01-17 23:00:00,35,34,43,8,81.32
2019-01-18 00:00:00,30,26,42,10,88.89
2019-01-18 01:00:00,27,23,43,9,84.09
2019-01-18 02:00:00,16,12,40,4,78.04
2019-01-18 03:00:00,28,26,43,8,70.02
2019-01-18 04:00:00,38,37,52,11,88.85
2019-01-18 05:00:00,20,19,49,5,86.96
2019-01-18 06:00:00,31,30,47,10,79.89
2019-01-18 07:00:00,31,28,46,9,82.82
2019-01-18 08:00:00,23,23,39,8,84.89
2019-01-18 09:00:00,29,28,47,12,78.65
2019-01-18 10:00:00,28,26,47,7,77.89
2019-01-18 11:00:00,25,23,45,7,78.93
2019-01-18 12:00:00,23,23,38,7,80.98
2019-01-18 13:00:00,25,22,52,7,87.76
2019-01-18 14:00:00,26,24,44,6,75.79
2019-01-18 15:00:00,34,34,47,12,78.03
2019-01-18 16:00:00,22,20,49,5,69.67
2019-01-18 17:00:00,16,16,37,4,90.68
2019-01-18 18:00:00,30,28,52,8,80.91
2019-01-18 19:00:00,20,17,38,6,89.13
2019-01-18 20:00:00,28,25,44,6,76.07
2019-01-18 21:00:00,34,32,52,10,88.17
2019-01-18 22:00:00,22,20,38,7,87.16
2019-01-18 23:00:00,20,16,43,6,76.67
2019-01-19 00:00:00,25,24,49,9,80.06
2019-01-19 01:00:00,24,21,51,6,76.18
2019-01-19 02:00:00,23,21,38,4,83.13
2019-01-19 03:00:00,31,30,39,4,88.8
2019-01-19 04:00:00,29,27,43,5,84.24
2019-01-19 05:00:00,28,27,48,5,81.39
2019-01-19 06:00:00,33,32,44,10,87.39
2019-01-19 07:00:00,30,27,45,8,81.19
2019-01-19 08:00:00,29,25,44,2,88.69
2019-01-19 09:00:00,31,31,45,10,72.36
2019-01-19 10:00:00,33,31,46,7,84.56
2019-01-19 11:00:00,33,32,47,6,83.29
2019-01-19 12:00:00,25,21,52,7,79.18
2019-01-19 13:00:00,26,25,46,9,76.59
2019-01-19 14:00:00,29,27,48,8,74.54
2019-01-19 15:00:00,28,28,48,5,76.62
2019-01-19 16:00:00,25,22,49,6,88.96
2019-01-19 17:00:00,24,24,46,4,80.89
2019-01-19 18:00:00,30,27,53,6,80.61
2019-01-19 19:00:00,17,16,35,3,75.13
2019-01-19 20:00:00,38,34,44,11,87.5
2019-01-19 21:00:00,30,27,46,5,87.34
2019-01-19 22:00:00,25,24,41,3,84.36
2019-01-19 23:00:00,33,31,52,7,75.44
2019-01-20 00:00:00,31,29,34,6,81.88
2019-01-20 01:00:00,24,20,43,8,84.57
2019-01-20 02:00:00,22,18,36,7,83.69
2019-01-20 03:00:00,32,30,42,10,71.15
2019-01-20 04:00:00,29,27,40,7,83.43
2019-01-20 05:00:00,44,41,46,9,71.77
2019-01-20 06:00:00,32,28,56,6,91.76
2019-01-20 07:00:00,24,22,51,3,75.58
2019-01-20 08:00:00,26,23,38,7,89.57
2019-01-20 09:00:00,29,28,47,6,79.77
2019-01-20 10:00:00,25,21,42,5,82.64
2019-01-20 11:00:00,24,20,49,4,83.35
2019-01-20 12:00:00,31,29,48,14,80.82
2019-01-20 13:00:00,27,25,51,7,70.42
2019-01-20 14:00:00,31,29,53,12,79.68
2019-01-20 15:00:00,32,30,50,8,78.95
2019-01-20 16:00:00,18,18,44,3,71.17
2019-01-20 17:00:00,24,22,44,8,77.52
2019-01-20 18:00:00,26,25,38,4,80.45
2019-01-20 19:00:00,29,27,46,6,75.59
2019-01-20 20:00:00,26,24,47,7,80.7
2019-01-20 21:00:00,33,32,36,10,80.03
2019-01-20 22:00:00,28,25,50,6,80.76
2019-01-20 23:00:00,25,24,43,4,77.07
2019-01-21 00:00:00,19,15,39,3,81.95
2019-01-21 01:00:00,27,26,46,10,79.89
2019-01-21 02:00:00,23,19,37,10,75.63
2019-01-21 03:00:00,32,32,41,6,80.59
2019-01-21 04:00:00,22,21,40,3,86.63
2019-01-21 05:00:00,32,29,40,11,77.81
2019-01-21 06:00:00,23,23,39,6,82.64
2019-01-21 07:00:00,23,21,43,4,76.47
2019-01-21 08:00:00,26,23,49,6,81.76
2019-01-21 09:00:00,32,31,39,5,76.73
2019-01-21 10:00:00,28,27,41,10,73.89
2019-01-21 11:00:00,33,30,39,11,80.42
2019-01-21 12:00:00,29,27,49,6,82.11
2019-01-21 13:00:00,21,19,43,6,81.87
2019-01-21 14:00:00,25,25,46,7,75.67
2019-01-21 15:00:00,33,30,42,13,77.93
2019-01-21 16:00:00,23,19,52,10,85.84
2019-01-21 17:00:00,22,19,44,8,77.16
2019-01-21 18:00:00,27,25,50,4,82.3
2019-01-21 19:00:00,28,26,49,10,75.0
2019-01-21 20:00:00,31,31,43,9,76.62
2019-01-21 21:00:00,27,24,41,8,70.23
2019-01-21 22:00:00,27,26,42,7,81.55
2019-01-21 23:00:00,19,15,43,5,81.01
2019-01-22 00:00:00,25,22,51,7,78.92
2019-01-22 01:00:00,28,24,49,5,88.33
2019-01-22 02:00:00,24,21,46,5,77.57
2019-01-22 03:00:00,31,29,42,9,85.15
2019-01-22 04:00:00,28,24,40,6,83.8
2019-01-22 05:00:00,35,32,37,6,89.15
2019-01-22 06:00:00,26,25,43,8,88.4
2019-01-22 07:00:00,36,34,42,8,77.81
2019-01-22 08:00:00,30,29,51,5,83.96
2019-01-22 09:00:00,28,28,47,6,91.53
2019-01-22 10:00:00,29,29,44,8,82.41
2019-01-22 11:00:00,28,28,49,8,78.01
2019-01-22 12:00:00,29,27,51,8,73.15
2019-01-22 13:00:00,28,27,44,8,70.38
2019-01-22 14:00:00,32,29,44,5,74.09
2019-01-22 15:00:00,20,18,38,7,93.16
2019-01-22 16:00:00,22,19,51,4,81.85
2019-01-22 17:00:00,22,20,49,7,82.28
2019-01-22 18:00:00,23,19,42,5,79.48
2019-01-22 19:00:00,29,29,49,5,82.38
2019-01-22 20:00:00,25,25,33,7,79.23
2019-01-22 21:00:00,30,26,42,13,76.81
2019-01-22 22:00:00,24,23,45,9,71.34
2019-01-22 23:00:00,26,26,46,9,68.99
2019-01-23 00:00:00,29,29,49,6,77.14
2019-01-23 01:00:00,20,19,40,3,78.28
2019-01-23 02:00:00,18,17,47,6,83.37
2019-01-23 03:00:00,21,17,49,7,89.72
2019-01-23 04:00:00,23,23,43,6,74.89
2019-01-23 05:00:00,36,32,42,6,79.79
2019-01-23 06:00:00,26,24,38,9,90.42
2019-01-23 07:00:00,26,25,42,8,87.56
2019-01-23 08:00:00,26,25,34,10,71.19
2019-01-23 09:00:00,30,30,43,6,87.96
2019-01-23 10:00:00,23,20,45,5,77.81
2019-01-23 11:00:00,20,16,43,2,80.56
2019-01-23 12:00:00,34,33,42,6,83.49
2019-01-23 13:00:00,35,34,44,3,77.57
2019-01-23 14:00:00,27,27,45,6,76.12
2019-01-23 15:00:00,29,29,47,5,76.46
2019-01-23 16:00:00,30,27,37,7,87.68
2019-01-23 17:00:00,29,27,42,8,77.46
2019-01-23 18:00:00,31,29,37,8,79.32
2019-01-23 19:00:00,26,26,42,6,79.65
2019-01-23 20:00:00,23,20,50,6,73.11
2019-01-23 21:00:00,24,24,46,7,80.53
2019-01-23 22:00:00,29,27,43,3,86.47
2019-01-23 23:00:00,32,28,41,11,82.25
2019-01-24 00:00:00,29,28,42,9,77.82
2019-01-24 01:00:00,29,28,42,7,75.29
2019-01-24 02:00:00,21,18,46,6,79.4
2019-01-24 03:00:00,24,22,40,7,79.85
2019-01-24 04:00:00,27,24,42,6,74.96
